Feature,Corr_Score,Abs_Correlation,RF_Score,Importance,MI_Score_Norm,MI_Score,Composite_Score
LANGTEST_COG,0.031202850090651862,0.013667927742858686,0.0005035317420735136,0.0001059832719510201,0.11459006201082145,0.08750307108215694,0.04876548128118227
Option_UH,0.10871781588749614,0.047622164244441566,6.100225279762602e-05,1.2839743371991391e-05,0.037395650978846076,0.028556004319610917,0.04872482303971328
LANGTEST_QQQ,0.035697003240640506,0.015636522289219957,0.0005396367950158892,0.00011358265710405996,0.10976550872257053,0.0838189537868752,0.048667382919408975
FL170,0.06543404670839578,0.02866237602446238,2.2259096488057688e-05,4.685090689145464e-06,0.07879876946411897,0.06017218425934834,0.04808502508966761
science_q9_total_timing,0.06307720921645031,0.027629999672687332,0.0005245542523960806,0.00011040808620291776,0.0800897542924684,0.06115800393008364,0.04789717258710493
ST297,0.10508876912117955,0.04603251622083585,5.788980320386923e-05,1.218463553237319e-05,0.037329564417951815,0.028505539410752068,0.047492074447445076
Option_FL,0.06999507494218878,0.030660264170946076,0.00015430123491765507,3.247729661553005e-05,0.06607075008703518,0.05045283543673529,0.045406708754713865
PA166,0.1147449547751488,0.05026225957462072,1.1462846540260493e-05,2.4126979109727534e-06,0.012002030137320117,0.009164970136214201,0.04225281591966973
EC012,0.11226588156742875,0.049176339750824694,5.663852624286984e-06,1.1921266979086865e-06,0.01375864706408154,0.01050635500946795,0.042010064161378195
WB165,0.06108198177209548,0.02675602103096766,1.988592966475103e-05,4.185586956205173e-06,0.06050154295110377,0.04620008681844201,0.040534470217621334
Option_TQ,0.052924737872039676,0.023182866018431166,0.00011554712966910972,2.4320339401946107e-05,0.06582654098498322,0.05026635289155834,0.03962227532889734
PA032,0.08846292621880206,0.038749821890233814,8.44210989688376e-05,1.776893796918177e-05,0.02724846911051451,0.020807430309551123,0.03859860547609514
EC163,0.025669239274286687,0.011244014780566837,6.725815303378196e-05,1.4156484146459126e-05,0.08744537784570494,0.06677489285865112,0.037727291757675134
ST350,0.02555352519461324,0.01119332801076173,7.914888528186466e-06,1.6659243365482353e-06,0.08690452696723718,0.06636188921738473,0.037488655683459535
FL150,0.04759589065286081,0.02084864659511346,5.011200320643137e-06,1.0547565565513477e-06,0.06437048147082577,0.04915447916593685,0.03732379444133574
Option_PQ,0.06103683089980963,0.02673624338699805,0.00012646248891407755,2.6617802283906016e-05,0.047842511323212183,0.036533418305233045,0.03633526823731196
EC153,0.042252720354110304,0.018508153167463726,0.00010199456574172793,2.1467798145193342e-05,0.06581057253897137,0.05025415909358033,0.0360550958196078
PA182,0.08686940702109101,0.038051805356875607,6.35426183520921e-06,1.3374439064273437e-06,0.020415333180812376,0.01558952250429746,0.03576369815457953
PA041,0.08333570557150626,0.03650392188028802,1.5770425411652445e-05,3.319356349420413e-06,0.021676308850288165,0.016552426631433637,0.03500926161573536
PA002,0.07148271431486583,0.03131190167822857,8.480364100634789e-05,1.7849455349530415e-05,0.028120318981929782,0.02147319084700694,0.03322927897926732
reading_q7_total_timing,0.00016991327400333694,7.44278918394676e-05,0.00043251679735974266,9.10360589566754e-05,0.09812493423542999,0.07492999780839593,0.03290912143559769
PA033,0.07197277719647338,0.031526566173164426,6.16918613547608e-05,1.2984892059042572e-05,0.02660260873223018,0.020314239490046848,0.032879025930019436
PA167,0.06106150618062787,0.026747052013590768,3.4810552292223734e-06,7.326918885310959e-07,0.031245341157427185,0.023859515042643054,0.030770109464428094
reading_q8_total_timing,0.06136778576457929,0.026881213066520193,0.00028475965148255046,5.9936161044136756e-05,0.029654019566113802,0.022644352716383764,0.030435521660725214
PA042,0.08024556299186969,0.03515033253281181,4.49003754410874e-06,9.450623075875363e-07,0.00967685311603228,0.0073894223565722505,0.029975635381815358
PA197,0.05810494254027355,0.0254519748624291,5.193337709666753e-06,1.0930928019563504e-06,0.030534941393712996,0.023317040765814756,0.029548359090565402
Option_CT,0.012519717143351927,0.005484069204550937,6.094266276487977e-06,1.2827200872445862e-06,0.07543923846604145,0.0576067848296864,0.029321683291889954
PA196,0.03896399369289053,0.0170675771226161,3.848277252548095e-06,8.099847150056813e-07,0.04436072802033337,0.03387466477549239,0.02777618999682548
PA159,0.055571245455740284,0.02434212789097993,6.6735891597847575e-06,1.4046558651859256e-06,0.02651302465810722,0.020245831449521745,0.02736364790100243
PA177,0.050251578645919205,0.02201192980453971,6.970361755438934e-06,1.4671205085931225e-06,0.03128093808965196,0.02388669751236261,0.027179829032442204
PA008.1,0.048845927435197466,0.021396205948417908,4.684126163877705e-05,9.85914045924559e-06,0.03250724880880683,0.024823130848238506,0.027133339168547693
PA018,0.05394071368478686,0.023627898570162103,1.823854879855982e-05,3.838846523060921e-06,0.027193096908775125,0.02076514708167121,0.027050683047453516
PA175,0.0688462129863233,0.030157022891586376,7.23198622682437e-07,1.5221871810251386e-07,0.0067499371537184105,0.0051543756953909,0.0251989577795548
PA009,0.059379698398155205,0.026010362025931582,8.41694787454908e-06,1.771597698910626e-06,0.016155406118052027,0.012336564140924544,0.025181173821360592
PA158,0.04773104859939624,0.020907850451227644,1.667820305014898e-05,3.5104252261026436e-06,0.026730948856289904,0.020412242360463573,0.024826225219578765
PA183,0.02403550069222822,0.010528380765551478,1.3311168328602149e-05,2.8017323538464863e-06,0.04893846701012198,0.037370310149881014,0.024329092956892933
EC031,0.045493287443662156,0.019927633653932176,3.750188997916318e-06,7.893391165315283e-07,0.026367479527477075,0.02013469052082595,0.023954839053379046
WB163,0.04844484592028858,0.021220518370236925,3.724943044224352e-05,7.840253526667514e-06,0.0206805993437217,0.01579208460699144,0.023054231564817507
IMMIG,0.050159367391804946,0.021971538085365002,9.063340143235347e-05,1.907650229218064e-05,0.015372232492455291,0.011738518409665666,0.021874077761897526
PA004,0.03605316004809272,0.01579253129145025,6.27058819213485e-06,1.3198322928425387e-06,0.02919210803186206,0.022291628604833136,0.021750512889382304
PA188,0.02306109191788383,0.010101556014573469,7.078663701541323e-06,1.489915883040278e-06,0.03778348491454674,0.028852161419521405,0.02028388516537737
PA162,0.037681072352931985,0.01650561319549464,1.1998185443266013e-05,2.5253759485271594e-06,0.022533241214060883,0.017206795886707482,0.020075437250812043
EC162,0.046274655458713385,0.020269899874462483,4.180408627774537e-05,8.798916680790612e-06,0.013814374937107203,0.01054890983445933,0.02004361149403278
ST260,0.04296968635039288,0.01882220907590822,6.070662145092847e-06,1.2777518938462593e-06,0.015381319375391845,0.011745457319982666,0.019452358795976607
ST001D01T,0.03465881527151498,0.015181760044608077,0.00023562022097903192,4.959330240899571e-05,0.020360126821776077,0.0155473659169445,0.01841818743809003
ST004D01T,0.04976565981862227,0.021799080548747563,0.00016807053502383815,3.537545646483654e-05,0.003974999604845901,0.0030353825355424746,0.01796957665283067
PA160,0.043125684400998204,0.018890541618528715,1.1881422095847729e-05,2.5007996198286268e-06,0.008041995611313581,0.006141015209091272,0.01705985381146921
PA006,0.010870992926868573,0.004761870963258005,6.581036923794552e-06,1.3851754869356249e-06,0.0381262593822201,0.02911391028398347,0.01633461111533749
PA003,0.03239080628292307,0.014188293650154728,7.199508946322704e-06,1.515351368773336e-06,0.016334812349073205,0.012473562026344531,0.01624427271364753
PA154,0.03402470772438877,0.014903999003224266,1.0806807902369939e-05,2.2746150145825188e-06,0.012104955227847628,0.009243565621324557,0.015380156586712926
PA007,0.022890806888596876,0.010026965281059612,2.6082104450797257e-05,5.489756728504685e-06,0.015143923290710206,0.011564177319710378,0.012686937427919293
PA008,0.012105703004416499,0.005302716689666837,1.0944991891800461e-05,2.3036999562205254e-06,0.025731538295047138,0.019649074142852996,0.012616062097118479
PA156,0.009865209732013469,0.0043213031307579985,9.899701914774926e-06,2.083687506863164e-06,0.02370514565898561,0.018101683594649032,0.011193418364304618
WB155,0.01006853209100843,0.004410365357547444,8.275380321671848e-05,1.7418005854372164e-05,0.022754596134297603,0.017375826559873797,0.010968627342840917
WB176,0.013519312119921629,0.005921926383372316,2.2837893899799483e-05,4.806915865926914e-06,0.018735478473175235,0.014306754668146127,0.010759209495665554
WB178,0.004400254731366028,0.001927463790767662,7.443940715270358e-05,1.566799324239202e-05,0.02593775284175969,0.01980654334936638,0.010137482326759475
PA186,0.01666871035891182,0.007301471759482062,3.321839787049935e-06,6.991802504423498e-07,0.012939521566808344,0.009880855770220354,0.009870517921835737
ST003D02T,0.02425953941452404,0.01062651747610982,0.0006930304129972257,0.00014586891866747378,0.0027210399250991156,0.002077835946723283,0.009224536584206794
WB164,0.007041802481106141,0.0030845530844657225,1.7748947679483326e-05,3.735795366172718e-06,0.019824912400573134,0.015138666377727095,0.008961487943119587
WB154,0.010222177701975439,0.004477667450228189,4.889772598664541e-05,1.0291984711209132e-05,0.011967360847373546,0.009138496031136256,0.0074128120917785435
AGE,0.017641759166899567,0.007727700798150415,0.0007351725530227569,0.00015473898884126586,0.0007784819874383029,0.0005944631103922404,0.0063851379024535415
WB177,0.0067652974004954935,0.0029634342939917754,0.00011134173033032951,2.3435187693437705e-05,0.00802572573872368,0.006128591236254977,0.004967454956516501
WB162,0.00024972693582565907,0.00010938903671921945,9.840242579228209e-05,2.071172516441061e-05,0.008358551242925385,0.006382742889906812,0.002902226868181109
ST021,0.004701637556067162,0.0020594798937514035,5.4282135141274635e-05,1.1425294197083248e-05,0.0,0.0,0.0015853065637361455
